"Date","Operator","AC_Type","Location","Fatalities","Registration"
"Feb 27, 1939","Kingston Flying Club","De Havilland DH.60 Moth","Kingston, Ontario",0,"CF-CEI"
"Feb 26, 1939","","Simmonds Spartan","Southend, Essex",0,"G-AAMB"
"Feb 24, 1939","","Junkers JU.52","Nice, Alpes-Maritimes",10,"D-ALUS"
"Feb 24, 1939","","Fairchild FC-2","Alto Chiza, Región de Tarapacá",0,"18"
"Feb 23, 1939","","Percival D.3 Gull Six","Karachi, Sindh (سنڌ سندھ)",1,"VT-AJD"
"Feb 22, 1939","","Percival P.10 Vega Gull","Bardaï, Tibesti",0,"F-AQIR"
"Feb 21, 1939","","Avro 652 Anson","Hullavington AFB, Wiltshire",1,"K8733"
"Feb 13, 1939","","Supermarine Walrus","United Kingdom, All United Kingdom",0,"L2197"
"Feb 12, 1939","","Fairchild 71","Juneau, Alaska",6,"NC9777"
"Feb 5, 1939","","De Havilland DH.60 Moth","Castle Bromwich, West Midlands",0,"G-EBLV"
"Feb 5, 1939","","Spartan Executive","Vilajuïga, Catalonia",0,"EC-AGM"
"Feb 1, 1939","","De Havilland DH.80 Puss Moth","Kitale, Rift Valley",0,"VP-KAY"
"Jan 27, 1939","","Potez 62","Cologne, North Rhine-Westphalia",6,"F-ANPJ"
"Jan 25, 1939","","De Havilland DH.85 Leopard Moth","Iringa, Iringa Region",0,"VP-KBP"
"Jan 24, 1939","","Avro 652 Anson","Tangmere AFB, West Sussex",0,"K6314"
"Jan 21, 1939","","Short S.23 Empire Flying Boat","Atlantic Ocean, All World",3,"G-ADUU"
"Jan 19, 1939","","Airspeed AS.10 Oxford","Shawbury AFB, Shropshire",0,"L4589"
"Jan 18, 1939","","Lockheed 14 Super Electra","Katherine, Northern Territory",4,"VH-ABI"
"Jan 17, 1939","","Ford 5","Sumapaz, Cundinamarca",4,"C-63"
"Jan 17, 1939","","Avro 652 Anson","Lewes, East Sussex",2,"K8708"
"Jan 17, 1939","","Avro 652 Anson","Ystradgynlais, Powys",2,"L9149"
"Jan 13, 1939","","Lockheed 14 Super Electra","Miles City, Montana",4,"NC17389"
"Jan 13, 1939","","Junkers JU.52","Rio Bonito, Rio de Janeiro",10,"PP-CAY"
"Jan 13, 1939","Commercial Aviation Company - Palestine","Fokker F18","Lydda, All Palestine",0,"VQ-PAF"
"Jan 13, 1939","","Heinkel He.111","Rauschenberg, Hesse",3,"-"
"Jan 9, 1939","","Avro 652 Anson","Dalry, Ayrshire",4,"L9153"
"Jan 7, 1939","","Douglas DC-2","Senlis, Oise",5,"HB-ITA"
"Jan 7, 1939","","Simmonds Spartan","Balranald, New South Wales",0,"VH-UIT"
"Jan 1, 1939","","De Havilland DH.90 Dragonfly","Kasama, Northern",0,"VP-YBR"
"Dec 31, 1938","","Sikorsky S-38","Rio Branco, Acre",0,"PP-PAM"
"Dec 23, 1938","","Supermarine Walrus","Cochin, Kerala",2,"L2255"
"Dec 23, 1938","","Douglas B-18 Bolo","Uniontown, Alabama",5,"37-21"
"Dec 20, 1938","","De Havilland DH.90 Dragonfly","Gwelo (Gweru), Midlands",0,"VP-YAX"
"Dec 20, 1938","","Handley Page H.P.54 Harrow","Owstwick, Yorkshire",0,"K6954"
"Dec 20, 1938","","Fokker F7","Surabaya, West Java",0,"PK-AFD"
"Dec 17, 1938","The Plymouth & District Aero Club","De Havilland DH.80 Puss Moth","Chipping Norton, Oxfordshire",0,"G-ABWZ"
"Dec 16, 1938","","Avro 652 Anson","Bircham Newton AFB, Norfolk",0,"K8757"
"Dec 13, 1938","United Air Services - USA","Lockheed 5 Vega","Saint George, Utah",1,"NC48M"
"Dec 12, 1938","","Avro 652 Anson","Bircham Newton AFB, Norfolk",0,"K8759"
"Dec 10, 1938","","Junkers JU.52","Quito, Pichincha",0,"HC-SAB"
"Dec 10, 1938","","Lockheed 14 Super Electra","Qingdao, Shandong",0,"J-BDOB"
"Dec 9, 1938","","Lockheed 14 Super Electra","Amsterdam, North Holland",4,"PH-APE"
"Dec 8, 1938","","Nakajima AT-2","Kuba Island, Okinawa",10,"J-BDOH"
"Dec 6, 1938","","Focke-Wulf Fw.200 Condor","Manila, Metro Manila",0,"D-ACON"
"Dec 2, 1938","","Junkers JU.52","Vienna, Vienna",0,"D-ANOY"
"Dec 2, 1938","","Lockheed 10 Electra","Mexico City, Federal District of Mexico City",8,"XA-BAU"
"Dec 1, 1938","","Avro 652 Anson","Dovercourt, Essex",0,"K6174"
"Nov 29, 1938","","Douglas DC-3","Point Reyes, California",5,"NC16066"
"Nov 28, 1938","","Airspeed AS.10 Oxford","Montrose AFB, Angus (Forfarshire)",0,"L4646"
"Nov 27, 1938","","Short S.23 Empire Flying Boat","Baghdad, Baghdād (بغداد)",4,"G-AETW"
"Nov 26, 1938","","Junkers JU.90","Banjul, Banjul City District",12,"D-AIVI"
"Nov 24, 1938","","Handley Page H.P.54 Harrow","Honington AFB, Suffolk",0,"K7002"
"Nov 24, 1938","","De Havilland DH.60 Moth","Australia, All Australia",0,"A7-68"
"Nov 22, 1938","","Lockheed 14 Super Electra","Walton Bay, Somerset",2,"G-AFGO"
"Nov 22, 1938","","Savoia-Marchetti SM.75","Winklern, Carinthia",4,"I-TUON"
"Nov 18, 1938","","Lockheed 14 Super Electra","Regina, Saskatchewan",2,"CF-TCL"
"Nov 18, 1938","","Airspeed AS.10 Oxford","Hooton Park AFB, Cheshire",0,"L4562"
"Nov 17, 1938","","Fokker Super Universal","Disappointment Inlet, British Columbia",0,"G-CASQ"
"Nov 16, 1938","","Bloch MB.120","Mbandaka, Équateur",0,"F-ANJX"
"Nov 14, 1938","","Douglas DC-3","Amsterdam, North Holland",6,"PH-ARY"
"Nov 11, 1938","","Handley Page H.P.54 Harrow","Acklington AFB, Northumberland",0,"K6956"
"Nov 10, 1938","","Douglas DC-3","Fukuoka, Kyūshū",0,"-"
"Nov 10, 1938","","Supermarine Walrus","United Kingdom, All United Kingdom",0,"L2256"
"Nov 7, 1938","Northern Airways","Fokker Super Universal","Carcross, Yukon",0,"CF-ATJ"
"Nov 4, 1938","","De Havilland DH.86 Express","Jersey, Channel Islands",15,"G-ACZN"
"Nov 3, 1938","","De Havilland DH.84 Dragon","Agen, Lot-et-Garonne",6,"F-AMTM"
"Nov 1, 1938","","Avro 652 Anson","Flamborough, East Yorkshire",4,"K8836"
"Oct 25, 1938","","Douglas DC-2","Melbourne, Victoria",18,"VH-UYC"
"Oct 21, 1938","","Handley Page H.P.57 Halifax II","Liverpool, Merseyside",0,"K7019"
"Oct 20, 1938","","Ford 4","Powellsville, North Carolina",1,"NC7865"
"Oct 18, 1938","","Douglas DC-2","Montgomery, Alabama",0,"NC13735"
"Oct 16, 1938","","Avro 652 Anson","Windsor, New South Wales",1,"A4-8"
"Oct 16, 1938","Airlines WA","Simmonds Spartan","Mundaring Weir, Western Australia",0,"VH-URB"
"Oct 16, 1938","","Junkers W.34","Umeå, Västerbotten",5,"4"
"Oct 15, 1938","","Junkers G.24","Coruripe, Alagoas",0,"PP-CAB"
"Oct 10, 1938","","Savoia-Marchetti SM.73","Soest, North Rhine-Westphalia",20,"OO-AGT"
"Oct 9, 1938","Graffo Flight Services","De Havilland DH.60 Moth","Russell, Ontario",0,"CF-ADW"
"Oct 7, 1938","Spanish Nationalist Air Force","Fokker F7","Jaca, Aragon",0,"20-3"
"Oct 6, 1938","","Handley Page H.P.54 Harrow","Pontefract, West Yorkshire",0,"K6991"
"Oct 6, 1938","","Handley Page H.P.54 Harrow","Dungeness, Kent",5,"K6971"
"Oct 6, 1938","","Handley Page H.P.54 Harrow","Rye, Sussex",0,"K6965"
"Oct 4, 1938","","Douglas DC-3","Komsomolsk-on-Amur, Khabarovsk Krai",5,"-"
"Oct 3, 1938","","De Havilland DH.60 Moth","Victoria, British Columbia",0,"CF-AGM"
"Oct 1, 1938","","Junkers JU.52","Italy, All Italy",13,"D-AVFB"
"Oct 1, 1938","","Dornier DO.18","Banjul, Banjul City District",4,"D-AROZ"
"Sep 30, 1938","Sarajevo Aeronautical Club","De Havilland DH.60 Moth","Sarajevo, East Herzegovina",2,"YU-PAS"
"Sep 30, 1938","","Avro 652 Anson","Shipton-under-Wychwood, Oxfordshire",2,"L7929"
"Sep 29, 1938","","Supermarine Walrus","Wick, Caithness",0,"L2237"
"Sep 22, 1938","","Saro A.29 Cloud","Coventry, West Midlands",0,"K3723"
"Sep 21, 1938","","Douglas Dolphin","Hamilton AFB (Novato), California",0,"31-408"
"Sep 20, 1938","","Short S.25 Sunderland","Milford Haven, Pembrokeshire",2,"L2162"
"Sep 19, 1938","","Avro 652 Anson","Misty Law, Renfrewshire",0,"L7949"
"Sep 17, 1938","Transportes Aéreos Gelabert","Bellanca CH-400 Skyrocket","Panama City, Panamá",0,"RX-15"
"Sep 15, 1938","","Douglas DF-151","Nagasaki, Kyūshū",15,"J-ANET"
"Sep 13, 1938","","Airspeed AS.10 Oxford","Poulton, Gloucestershire",1,"L4580"
"Sep 11, 1938","","Avro 652 Anson","King Island-Currie, Tasmania",0,"A4-15"
"Sep 3, 1938","","Stinson Model U","Nantucket, Massachusetts",0,"NC12121"
"Sep 3, 1938","","Ford 5","Big Prairie, Montana",0,"NC435H"
"Aug 29, 1938","","De Havilland DH.84 Dragon","Innisfail, Queensland",5,"VH-UXK"
"Aug 24, 1938","","Douglas DC-2","Wangmoon, Guangdong",14,"32"
"Aug 24, 1938","","Douglas DC-3","Albuquerque, New Mexico",0,"NC17316"
"Aug 24, 1938","Romford Flying Club","De Havilland DH.60 Moth","Mayland, Essex",0,"G-EBTG"
"Aug 22, 1938","","Amiot 143","Lyon, Rhône",3,"51"
"Aug 22, 1938","","Amiot 143","Lyon, Rhône",3,"120"
"Aug 19, 1938","","Tupolev ANT-35 (ANT-35bis & PS-35)","Stockholm-Bromma, Uppland",0,"CCCP-M131"
"Aug 18, 1938","Macchi Aeronautica","Macchi M.C.94","Mornago, Lombardy",15,"I-NILO"
"Aug 18, 1938","","Lockheed 14 Super Electra","Bucharest-Băneasa, București",0,"SP-BNJ"
"Aug 16, 1938","Nederlandse Nieuw Guinea Petroleum Maatschappij (NNGPM)","De Havilland DH.89 Dragon Rapide","Ketapang, West Kalimantan",0,"PK-AKU"
"Aug 15, 1938","","Junkers JU.52","Rio de Janeiro, Rio de Janeiro",9,"PP-CAT"
"Aug 14, 1938","United Air Transport","Fleet 50 Freighter","Lower Post, British Columbia",0,"CF-BDX"
"Aug 14, 1938","Kingston Flying Club","De Havilland DH.60 Moth","Brockville, Ontario",0,"G-CAKE"
"Aug 13, 1938","","Savoia-Marchetti SM.73","Kehl, Baden-Württemberg",17,"OK-BAG"
"Aug 12, 1938","","Lockheed 10 Electra","San Andrés Tuxtla, Veracruz",11,"XA-BAS"
"Aug 10, 1938","","Douglas DF-151","Chichijima Island, Kantō",6,"J-ANES"
"Aug 10, 1938","","Avro 652 Anson","Dromana, Victoria",4,"A4-29"
"Aug 10, 1938","","Fokker F7","Debrecen, Hajdú-Bihar",12,"HA-FNC"
"Aug 8, 1938","","Avro 652 Anson","Bridlington, Yorkshire",4,"K8831"
"Aug 7, 1938","","Handley Page H.P.54 Harrow","Great Barton, Suffolk",5,"K6961"
"Aug 7, 1938","","Avro 652 Anson","Groombridge, Sussex",0,"K8816"
"Aug 7, 1938","","Avro 504","Tatoi AFB (Athens), Attica / Αττική",1,"-"
"Aug 4, 1938","","Amiot 143","Lyon, Rhône",2,"2"
"Jul 29, 1938","","Martin M.130","Pacific Ocean, All World",15,"NC14714"
"Jul 27, 1938","","Armstrong Whitworth AW.15 Atalanta","Kisumu, Nyanza",4,"G-ABTG"
"Jul 27, 1938","","Bloch MB.200","Albon, Drôme",5,"48"
"Jul 23, 1938","","Handley Page H.P.54 Harrow","Hendon, Middlesex",0,"K7017"
"Jul 22, 1938","","Lockheed 14 Super Electra","Gӑinești, Suceava",14,"SP-BNG"
"Jul 20, 1938","","Potez 25","Chartres, Eure-et-Loir",0,"1746"
"Jul 19, 1938","","Douglas DC-2","Argentina, All Argentina",4,"NC14272"
"Jul 16, 1938","","Junkers JU.52","Hangzhou, Zhejiang",0,"XXI"
"Jul 15, 1938","","Douglas DC-3","Morón AFB, Buenos Aires province",1,"NC18114"
"Jul 14, 1938","","Savoia-Marchetti S.66","Tyrrhenian Sea, All World",20,"I-VOLO"
"Jul 14, 1938","","Avro 504","Rochester, Kent",0,"K2411"
"Jul 11, 1938","","Caproni Ca.101","Szombathely, Vas",0,"B.111"
"Jul 11, 1938","Transportes Aéreos de Chiapas","Emsco B.3","Chetumal, Quintana Roo",8,"XA-BFX"
"Jul 10, 1938","","Caudron C.440 Goéland","Nikki, Borgou",2,"F-AOMT"
"Jul 8, 1938","","Lockheed 14 Super Electra","Billings, Montana",1,"NC17383"
"Jul 7, 1938","","Bloch MB.200","Brou, Eure-et-Loir",0,"121"
"Jul 7, 1938","","Bloch MB.210","Bordeaux, Gironde",0,"-"
"Jul 3, 1938","","De Havilland DH.89 Dragon Rapide","Belfast-City, Antrim",2,"G-AEBX"
"Jul 2, 1938","","Curtiss T-32 Condor II","Maxwell AFB (Montgomery), Alabama",0,"33-321"
"Jun 26, 1938","","Junkers JU.52","Peru, All Peru",0,"OA-HHB"
"Jun 25, 1938","","De Havilland DH.84 Dragon","Land's End, Cornwall",1,"G-ADCR"
"Jun 23, 1938","French Government","Potez 540","Tours, Indre-et-Loire",7,"F-ANJO"
"Jun 13, 1938","","De Havilland DH.84 Dragon","Constantine, Constantine",0,"F-AMUZ"
"Jun 8, 1938","","De Havilland DH.85 Leopard Moth","Singida, Shinyanga Region",3,"VP-KBE"
"Jun 2, 1938","","De Havilland DH.60 Moth","Markham, Ontario",1,"81"
"Jun 2, 1938","","Sabca F7","Lympne, Kent",0,"OO-AIL"
"May 29, 1938","","Avro 652 Anson","Sydney, New South Wales",5,"A4-27"
"May 27, 1938","","Heinkel He.116","Langeoog, Lower Saxony",3,"D-ATIO"
"May 27, 1938","Ginger Coote Airways","Fairchild 51","Port Alberni, British Columbia",4,"CF-AUX"
"May 24, 1938","","Douglas DC-3","Cleveland, Ohio",10,"NC18108"
"May 22, 1938","","Junkers JU.52","Santos, São Paulo",6,"PP-CBC"
"May 18, 1938","","Junkers JU.86","Trelleborg, Skåne",3,"154"
"May 16, 1938","","Lockheed 14 Super Electra","Santa Clarita, California",9,"NC17394"
"May 16, 1938","","Heinkel He.70","Budapest, Budapest City District",0,"F.409"
"May 14, 1938","","Percival P.10 Vega Gull","Keswick, Cumbria",3,"G-AFGU"
"May 13, 1938","","Ford 5","Quibdó, Chocó",0,"C-60"
"May 12, 1938","","Junkers F.13","Buenaventura, Valle del Cauca",0,"C-35"
"May 11, 1938","","Avro 652 Anson","Ternhill AFB, Shropshire",0,"K8722"
"May 10, 1938","","Lockheed 10 Electra","Auckland, Auckland Council",2,"ZK-AFC"
"May 10, 1938","","Ford 5","Chile, All Chile",0,"3"
"May 10, 1938","","Potez 540","Lyon, Rhône",5,"36"
"May 9, 1938","Stephens Aviation","De Havilland DH.61 Giant Moth","Salamaua, Morobe",0,"G-AUJB"
"May 5, 1938","","Lockheed 5 Vega","Mexico City, Federal District of Mexico City",1,"XA-BFR"
"May 3, 1938","","Supermarine Walrus","Hong Kong, Hong Kong",0,"L2189"
"Apr 30, 1938","","Junkers G.24","Formia, Lazio",19,"I-BAUS"
"Apr 27, 1938","","Boeing 40","Nicaragua, All Nicaragua",0,"G.N.1"
"Apr 25, 1938","","Sikorsky S-43","Kingston, Kingston City District",0,"NC16932"
"Apr 25, 1938","","De Havilland DH.84 Dragon","Croydon, Surrey",0,"G-ACHX"
"Apr 20, 1938","","Amiot 143","Bathernay, Drôme",5,"112"
"Apr 19, 1938","","Supermarine Walrus","China Sea, All China",0,"L2187"
"Apr 18, 1938","Royal Victorian Aero Club","De Havilland DH.60 Moth","Ballarat, Victoria",0,"VH-UPU"
"Apr 12, 1938","","Savoia-Marchetti SM.79 Sparviero","Spain, All Spain",17,"MM28-16"
"Apr 10, 1938","","De Havilland DH.80 Puss Moth","East London, Eastern Cape",2,"ZS-ACX"
"Apr 9, 1938","","Avro 652 Anson","Heddington AFB, Wiltshire",0,"L7066"
"Apr 6, 1938","","Avro 652 Anson","Tangmere AFB, West Sussex",0,"K8767"
"Apr 6, 1938","","Avro 652 Anson","North Sea, All World",3,"K6270"
"Apr 5, 1938","","Handley Page H.P.54 Harrow","Driffield AFB, East Yorkshire",5,"K6995"
"Apr 1, 1938","","Savoia-Marchetti SM.79 Sparviero","Zagreb, City of Zagreb",0,"-"
"Apr 1, 1938","","Avro 652 Anson","Howwood, Renfrewshire",2,"K6320"
"Mar 30, 1938","","Consolidated PBY-5A Catalina","Hawaii, Hawaii",4,"142"
"Mar 30, 1938","","Junkers JU.52","Venice, Veneto",0,"I-BEZI"
"Mar 28, 1938","","Fokker F8","Debrecen, Hajdú-Bihar",0,"HA-FND"
"Mar 23, 1938","","Dewoitine D.338","Corsavy, Pyrénées-Orientales",8,"F-AQBB"
"Mar 23, 1938","","Fokker Super Universal","Japan, All Japan",0,"J-DBXO"
"Mar 23, 1938","","Savoia-Marchetti SM.79 Sparviero","Spain, All Spain",17,"MM28-25"
"Mar 17, 1938","","Tupolev ANT-6 (TB-3 & G-2)","Bukhta Teplits, Arkhangelsk oblast",0,"CCCP-N210"
"Mar 15, 1938","","Junkers W.34","Medellín, Antioquia",0,"408"
"Mar 12, 1938","Auckland Aero Club","De Havilland DH.60 Moth","Auckland, Auckland Council",0,"ZK-AAT"
"Mar 10, 1938","Spanish Nationalist Air Force","Heinkel He.111","Spain, All Spain",0,"25-7"
"Mar 8, 1938","","De Havilland DH.60 Moth","Melbourne, Victoria",1,"VH-UNU"
"Mar 7, 1938","","Potez 62","Datia, Madhya Pradesh",7,"F-ANQR"
"Mar 7, 1938","","Potez 25","Chartres, Eure-et-Loir",0,"2390"
"Mar 5, 1938","","De Havilland DH.83 Fox Moth","Surprise Creek (Wai Ungu), Western (Fly)",0,"VH-UQS"
"Mar 4, 1938","","Junkers W.34","Ambato, Tungurahua",1,"D-OJIL"
"Mar 1, 1938","","Douglas DC-2","Wawona, California",9,"NC13789"
"Feb 28, 1938","","De Havilland DH.84 Dragon","Tunis, Tunis Governorate (ولاية تونس‎)",0,"F-AMTR"
"Feb 26, 1938","Air Travel & Survey","De Havilland DH.84 Dragon","Croydon, Surrey",0,"VH-UZX"
"Feb 25, 1938","","Avro 652 Anson","South Cerney AFB, Gloucestershire",0,"K6233"
"Feb 25, 1938","","Bloch MB.200","Tours, Indre-et-Loire",5,"62"
"Feb 25, 1938","","Lockheed 12 Electra Junior","Reno, Nevada",0,"NC18948"
"Feb 24, 1938","Examiner Printing Company","Vultee V-1","San Simeon, California",0,"NC14250"
"Feb 22, 1938","","Junkers JU.52","Paris-Le Bourget, Seine-Saint-Denis",3,"D-APAR"
"Feb 16, 1938","","Caudron C.635 Simoun","Guatemala City, Guatemala",0,"F-ANXK"
"Feb 15, 1938","","Fokker F20","Barcelona, Catalonia",0,"EC-45-E"
"Feb 13, 1938","","CRDA CANT Z.506","Mediterranean Sea, All World",14,"I-ORIA"
"Feb 11, 1938","Nippon Air Transport","Fokker Super Universal","Japan, All Japan",0,"J-BASO"
"Feb 9, 1938","","Lioré-et-Olivier LeO H-242","Marseille, Bouches-du-Rhône",8,"F-ANPB"
"Feb 9, 1938","","Lockheed 10 Electra","Mexico City, Federal District of Mexico City",3,"XA-BEQ"
"Feb 6, 1938","","Junkers JU.90","Dessau, Saxony-Anhalt",1,"D-AALU"
"Feb 4, 1938","","Fokker F7","Bandung, West Java",0,"PK-AFB"
"Feb 3, 1938","","Lockheed C-37 Electra","Wright-Patterson AFB (Dayton), Ohio",0,"37-65"
"Feb 3, 1938","","De Havilland DH.89 Dragon Rapide","Laverton AFB (Melbourne), Victoria",0,"A3-2"
"Feb 2, 1938","","Consolidated PBY-5A Catalina","San Clemente Island, California",7,"0462"
"Feb 2, 1938","","Consolidated PBY-5A Catalina","San Clemente Island, California",5,"0463"
"Jan 30, 1938","","De Havilland DH.80 Puss Moth","Västerås, Västmanland",2,"SE-ACU"
"Jan 29, 1938","","Stinson SR-9 Reliant","Arizona, Arizona",2,"NC17159"
"Jan 24, 1938","","Avro 652 Anson","Kingsclere, Hampshire",1,"K6277"
"Jan 22, 1938","","Caudron C.630 Simoun","Paris-Le Bourget, Seine-Saint-Denis",0,"F-ANRI"
"Jan 19, 1938","Halifax Aero Club","De Havilland DH.60 Moth","Halifax, Nova Scotia",0,"CF-CEH"
"Jan 19, 1938","Halifax Aero Club","De Havilland DH.60 Moth","Halifax, Nova Scotia",0,"G-CALE"
"Jan 16, 1938","","Unknown","Bandar Abbas, Hormozgān",1,"-"
"Jan 15, 1938","","General Aircraft ST-25 Monospar","The Netherlands, All The Netherlands",0,"PH-IPM"
"Jan 14, 1938","","Spartan Cruiser","Largs, Ayrshire",0,"G-ACYK"
"Jan 13, 1938","","Avro 652 Anson","Brough, Cumbria",0,"K6301"
"Jan 12, 1938","General Airways (Canada)","Stinson SR-9 Reliant","Hudson, Ontario",1,"CF-BEI"
"Jan 12, 1938","","Fokker F7","Helsinki, Uusimaa",0,"SP-AOE"
"Jan 11, 1938","","Sikorsky S-42","Pacific Ocean, All World",7,"NC16734"
"Jan 10, 1938","","Lockheed 14 Super Electra","Bozeman, Montana",10,"NC17388"
"Jan 9, 1938","","Lockheed 12 Electra Junior","Uruguay, All Uruguay",8,"161"
"Jan 8, 1938","","Lockheed 5 Vega","Chicago, Illinois",0,"XA-BHJ"
"Jan 4, 1938","","Junkers JU.52","Frankfurt-Main, Hesse",6,"D-ABUR"
"Dec 30, 1937","","Waco","Norway, All Norway",0,"LN-BAG"
"Dec 24, 1937","","Wibault 283","Kašperské Hory, Plzeň Region (Plzeňský kraj)",3,"F-AMYD"
"Dec 23, 1937","Redhill Flying Club","De Havilland DH.80 Puss Moth","Horley, Surrey",1,"G-ABDI"
"Dec 22, 1937","","Fokker F7","France, All France",0,"EC-UAA"
"Dec 20, 1937","","Fairchild FC-2","Quebec, Quebec",0,"G-CANB"
"Dec 17, 1937","Arabian Airways","Short S.16 Scion","Aden, 'Adan (عدن)",0,"G-AEOY"
"Dec 17, 1937","","Koolhoven FK.43","Groningen, Groningen",0,"PH-AKC"
"Dec 15, 1937","","Junkers JU.52","Bolivia, All Bolivia",3,"CB-18"
"Dec 13, 1937","","Lockheed 10 Electra","Croydon, Surrey",0,"G-AEPP"
"Dec 8, 1937","","Potez 621","Valence, Drôme",2,"F-AOTZ"
"Dec 6, 1937","SAAF Aero Club","De Havilland DH.60 Moth","Muldersdrift, Gauteng",0,"ZS-AAL"
"Dec 5, 1937","","Short S.23 Empire Flying Boat","Brindisi, Apulia",2,"G-ADUZ"
"Dec 4, 1937","","Junkers JU.52","Munich, Bavaria",4,"I-BAUS"
"Dec 3, 1937","Manawatu Aero Club","De Havilland DH.60 Moth","Wellington, Greater Wellington Regional Council",1,"ZK-ABV"
"Dec 1, 1937","","Junkers W.34","Stockholm, Uppland",2,"SE-AEF"
"Dec 1, 1937","","De Havilland DH.50","Cairns, Queensland",0,"VH-UFA"
"Nov 26, 1937","","Junkers JU.52","Croydon, Surrey",3,"D-AGAV"
"Nov 23, 1937","","Douglas DC-2","Petrich, Blagoevgrad",6,"SP-ASJ"
"Nov 16, 1937","","Junkers JU.52","Ostende, All Belgium",11,"OO-AUB"
"Nov 15, 1937","","Junkers JU.52","Roggentin, Mecklenburg-Vorpommern",0,"D-AFYV"
"Nov 12, 1937","","Heinkel He.111","Mannheim, Baden-Württemberg",10,"D-AXAV"
"Nov 11, 1937","","Lockheed 10 Electra","Warsaw, Masovian Voivodeship (Mazowieckie)",4,"SP-AYD"
"Nov 9, 1937","","Handley Page H.P.54 Harrow","Belfast, Antrim",0,"K6968"
"Nov 7, 1937","","Simmonds Spartan","Quebec City, Quebec",2,"CF-ABC"
"Nov 2, 1937","","De Havilland DH.89 Dragon Rapide","Karamürsel, Marmara Region (Marmara Bölgesi)",2,"TC-CAN"
"Oct 28, 1937","","Avro 652 Anson","Driffield AFB, East Yorkshire",0,"K6322"
"Oct 27, 1937","","Dewoitine D.333","Morocco, All Morocco",7,"F-ANQA"
"Oct 26, 1937","","Avro 652 Anson","Bircham Newton AFB, Norfolk",0,"K6205"
"Oct 25, 1937","","Junkers JU.52","Tutow, Mecklenburg-Vorpommern",0,"S2+PO"
"Oct 22, 1937","","General Aircraft ST-18 Croydon","Ankara-Etimesgut, Central Anatolia Region (İç Anadolu Bölgesi)",5,"TC-TK4"
"Oct 17, 1937","","Douglas DC-3","Knight, Wyoming",19,"NC16074"
"Oct 16, 1937","","Junkers W.34","George, Western Cape",2,"ZS-AEC"
"Oct 16, 1937","","De Havilland DH.50","Waipali, Morobe",0,"VH-UMN"
"Oct 6, 1937","","Douglas DC-3","Palembang, South Sumatra",4,"PH-ALS"
"Oct 1, 1937","","Short S.23 Empire Flying Boat","Greece, All Greece",2,"G-ADVC"
"Sep 28, 1937","","Ford 5","Puerto Cabezas, Región Autónoma del Atlántico Norte",0,"LG-AAE"
"Sep 18, 1937","","De Havilland DH.83 Fox Moth","Baie-Comeau, Quebec",0,"CF-ATV"
"Sep 15, 1937","","Faucett F.19","Lima, Lima",0,"OA-BBR-285"
"Sep 11, 1937","","Junkers W.34","Křemenáč, Olomouc Region (Olomoucký kraj)",1,"D-ORUP"
"Sep 11, 1937","","Fokker F9","Bratislava, Bratislava Region",0,"OK-AFF"
"Sep 11, 1937","","Avro 652 Anson","Guisborough, Yorkshire",4,"K8778"
"Sep 10, 1937","","Koolhoven FK.50","Basel, Basel City",3,"HB-AMO"
"Sep 10, 1937","Phillips & Powis Aircraft","Miles M.3B Falcon Major","Scarborough, North Yorkshire",2,"G-AENG"
"Sep 7, 1937","","Avro 652 Anson","Penmaenmawr, Clwyd",3,"K6227"
"Aug 27, 1937","","Stinson SR-7 Reliant","Wau, Morobe",1,"VH-URC"
"Aug 23, 1937","","Douglas DC-2","San Luis, San Luis",3,"NC14298"
"Aug 21, 1937","Republic Oil Company","Ford 5","Anchorage, Alaska",0,"NR9648"
"Aug 17, 1937","","De Havilland DH.90 Dragonfly","Shoreham-by-Sea, West Sussex",0,"G-AEEK"
"Aug 15, 1937","Spanish Nationalist Air Force","Vultee V-1","Paris-Le Bourget, Seine-Saint-Denis",0,"F-AQA_"
"Aug 15, 1937","Cape Breton Flying Club","Avro 616 Avian IVM","Sydney, Nova Scotia",0,"CF-CDG"
"Aug 13, 1937","","Boeing 247","Hanover, Lower Saxony",0,"D-AKIN"
